UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
16022,L16022,L,300.4,310.7,2624,10.4,22,1,0,0,1,0,0
16023,L16023,L,301.2,311.8,1428,45.5,58,0,0,0,0,0,0
16024,L16024,L,301.7,311.1,1413,48.9,11,0,0,0,0,0,0
16025,H16025,H,298.1,308.9,1519,38.0,5,0,0,0,0,0,0
16026,M16026,M,299.3,308.5,1396,42.7,26,0,0,0,0,0,0
16027,L16027,L,300.0,310.4,2654,11.9,17,1,0,0,1,0,0
16028,L16028,L,301.3,310.7,1639,31.2,140,0,0,0,0,0,0
16029,L16029,L,297.0,307.8,1390,56.4,112,0,0,0,0,0,0
16030,L16030,L,300.5,311.2,1312,52.0,104,0,0,0,0,0,0
16031,L16031,L,298.3,308.6,1612,36.3,14,0,0,0,0,0,0
16032,M16032,M,301.5,310.4,1495,36.7,66,0,0,0,0,0,0
16033,M16033,M,300.0,311.0,1893,22.6,14,0,0,0,0,0,0
16034,M16034,M,298.6,308.8,1532,40.7,18,0,0,0,0,0,0
16035,H16035,H,298.2,308.2,1392,50.7,163,0,0,0,0,0,0
16036,M16036,M,300.2,309.9,1378,61.0,70,0,0,0,0,0,0
16037,L16037,L,300.1,309.5,1470,47.3,95,0,0,0,0,0,0
16038,L16038,L,303.4,311.1,1631,36.4,74,0,0,0,0,0,0
16039,L16039,L,300.3,310.3,1439,39.7,83,0,0,0,0,0,0
16040,M16040,M,302.6,311.0,1445,44.7,86,0,0,0,0,0,0
16041,M16041,M,299.7,311.4,1644,34.1,132,0,0,0,0,0,0
16042,M16042,M,299.8,309.3,1641,30.1,92,0,0,0,0,0,0
16043,L16043,L,302.4,310.5,1334,47.7,158,1,0,1,0,0,0
16044,M16044,M,299.1,311.1,1664,33.2,135,0,0,0,0,0,0
16045,L16045,L,299.8,310.3,1518,41.4,188,0,0,0,0,0,0
16046,L16046,L,302.6,311.0,1376,49.6,201,1,1,1,0,0,0
16047,M16047,M,300.2,309.2,1434,39.8,220,0,0,0,0,0,0
16048,L16048,L,297.4,308.4,1625,39.7,133,0,0,0,0,0,0
16049,M16049,M,296.8,308.9,1501,44.4,134,0,0,0,0,0,0
16050,L16050,L,302.3,312.1,1499,45.0,110,0,0,0,0,0,0
16051,L16051,L,299.6,309.6,1548,36.3,191,0,0,0,0,0,0
16052,L16052,L,302.6,312.2,1422,43.9,174,0,0,0,0,0,0
16053,H16053,H,298.4,309.3,1470,43.5,188,0,0,0,0,0,0
16054,M16054,M,298.9,309.0,1504,34.8,8,0,0,0,0,0,0
16055,M16055,M,297.7,309.1,1495,39.1,82,0,0,0,0,0,0
16056,M16056,M,297.9,308.5,1761,29.3,162,0,0,0,0,0,0
16057,M16057,M,301.8,311.6,1381,50.9,64,0,0,0,0,0,0
16058,L16058,L,298.2,308.8,1695,28.3,44,0,0,0,0,0,0
16059,L16059,L,302.8,312.3,1695,30.9,19,0,0,0,0,0,0
16060,L16060,L,297.0,308.7,1489,39.8,141,0,0,0,0,0,0
16061,M16061,M,301.4,310.6,1551,38.8,128,0,0,0,0,0,0
16062,M16062,M,302.4,312.0,1652,35.1,125,0,0,0,0,0,0
16063,M16063,M,298.1,308.3,1750,25.2,96,0,0,0,0,0,0
16064,M16064,M,300.7,309.8,2009,19.9,202,0,0,0,0,0,0
16065,M16065,M,300.6,310.9,1369,42.4,169,0,0,0,0,0,0
16066,L16066,L,303.9,313.5,1348,48.1,73,0,0,0,0,0,0
16067,L16067,L,298.0,308.0,1603,37.3,8,0,0,0,0,0,0
16068,M16068,M,298.1,309.4,2072,18.8,145,0,0,0,0,0,0
16069,M16069,M,301.4,311.0,1655,35.0,146,0,0,0,0,0,0
16070,L16070,L,298.2,308.8,1424,36.9,96,0,0,0,0,0,0
16071,L16071,L,301.2,309.7,1442,42.2,8,0,0,0,0,0,0
16072,L16072,L,300.4,310.3,1325,45.4,61,0,0,0,0,0,0
16073,H16073,H,302.7,312.5,1426,47.9,26,0,0,0,0,0,0
16074,L16074,L,301.4,310.8,1727,29.7,42,0,0,0,0,0,0
16075,M16075,M,298.9,309.7,1457,42.7,140,0,0,0,0,0,0
16076,L16076,L,301.0,310.8,1539,36.2,202,0,0,0,0,0,0
16077,L16077,L,301.5,310.8,1622,33.6,58,0,0,0,0,0,0
16078,M16078,M,303.3,312.7,1634,30.8,19,0,0,0,0,0,0
16079,M16079,M,300.4,312.0,1741,26.8,168,0,0,0,0,0,0
16080,L16080,L,298.7,309.8,1476,39.2,144,0,0,0,0,0,0
16081,H16081,H,299.9,310.9,1757,32.0,183,0,0,0,0,0,0
16082,M16082,M,300.4,309.4,1492,48.0,166,0,0,0,0,0,0
16083,M16083,M,300.0,309.3,1562,30.6,106,0,0,0,0,0,0
16084,M16084,M,297.8,309.0,1420,37.9,62,0,0,0,0,0,0
16085,L16085,L,299.0,310.5,1567,38.4,177,0,0,0,0,0,0
16086,L16086,L,303.7,313.2,1546,41.0,74,0,0,0,0,0,0
16087,M16087,M,298.1,308.0,1425,37.5,199,0,0,0,0,0,0
16088,H16088,H,303.7,312.8,1465,51.0,4,0,0,0,0,0,0
16089,H16089,H,298.3,308.0,1459,50.2,70,0,0,0,0,0,0
16090,H16090,H,300.0,309.0,1498,38.4,160,0,0,0,0,0,0
16091,L16091,L,297.1,309.5,1390,44.8,46,0,0,0,0,0,0
16092,M16092,M,302.9,310.7,1495,36.8,165,0,0,0,0,0,0
16093,L16093,L,302.7,312.9,1538,36.7,153,0,0,0,0,0,0
16094,L16094,L,300.0,309.5,1447,45.7,38,0,0,0,0,0,0
16095,H16095,H,299.5,310.6,1333,48.2,145,0,0,0,0,0,0
16096,L16096,L,303.8,313.5,1446,47.4,128,0,0,0,0,0,0
16097,M16097,M,303.1,311.3,1462,49.3,57,0,0,0,0,0,0
16098,M16098,M,300.6,311.7,1691,30.8,114,0,0,0,0,0,0
16099,M16099,M,298.1,307.5,1517,43.1,89,0,0,0,0,0,0
16100,L16100,L,298.7,309.4,1429,44.9,139,0,0,0,0,0,0
16101,H16101,H,300.0,310.2,1574,33.6,163,0,0,0,0,0,0
16102,M16102,M,300.7,309.9,1417,47.3,201,0,0,0,0,0,0
16103,M16103,M,296.2,307.3,1520,38.2,132,0,0,0,0,0,0
16104,L16104,L,297.9,308.8,1409,42.1,64,0,0,0,0,0,0
16105,L16105,L,301.5,310.6,1407,51.0,197,0,0,0,0,0,0
16106,M16106,M,298.7,308.3,1804,29.3,159,0,0,0,0,0,0
16107,M16107,M,299.3,310.4,1450,52.4,190,0,0,0,0,0,0
16108,L16108,L,297.6,309.3,1637,34.7,78,0,0,0,0,0,0
16109,L16109,L,298.4,309.2,1429,49.3,1,0,0,0,0,0,0
16110,L16110,L,301.3,310.6,1640,40.6,0,0,0,0,0,0,0
16111,L16111,L,296.1,307.3,1623,33.4,62,0,0,0,0,0,0
16112,L16112,L,301.3,310.9,1410,52.6,161,0,0,0,0,0,0
16113,L16113,L,298.5,310.3,1694,33.0,61,0,0,0,0,0,0
16114,L16114,L,300.6,310.8,1540,37.2,4,0,0,0,0,0,0
16115,L16115,L,302.9,310.7,1652,35.7,84,0,0,0,0,0,0
16116,L16116,L,297.2,308.5,1430,37.2,227,0,0,0,0,0,0
16117,L16117,L,297.0,308.1,1871,26.4,163,0,0,0,0,0,0
16118,L16118,L,302.1,309.9,1516,32.7,121,0,0,0,0,0,0
16119,M16119,M,300.9,312.3,1679,28.4,171,0,0,0,0,0,0
16120,M16120,M,297.5,307.9,1570,35.1,112,0,0,0,0,0,0
16121,H16121,H,297.3,308.5,1424,42.2,146,0,0,0,0,0,0
16122,L16122,L,301.2,309.8,2335,13.0,199,1,0,0,1,0,0
16123,L16123,L,298.0,308.8,1523,37.2,111,0,0,0,0,0,0
16124,M16124,M,303.1,311.6,2132,17.7,208,0,0,0,0,0,0
16125,L16125,L,300.8,311.4,1544,37.3,193,0,0,0,0,0,0
16126,L16126,L,302.1,311.5,1737,23.8,67,0,0,0,0,0,0
16127,L16127,L,297.3,308.4,1434,49.4,88,0,0,0,0,0,0
16128,L16128,L,301.0,310.2,1403,51.0,91,0,0,0,0,0,0
16129,L16129,L,297.6,309.5,1955,22.0,103,0,0,0,0,0,0
16130,L16130,L,300.6,309.4,1612,36.4,127,0,0,0,0,0,0
16131,L16131,L,301.1,310.5,1412,42.3,190,0,0,0,0,0,0
16132,M16132,M,298.0,308.1,2122,19.4,45,0,0,0,0,0,0
16133,L16133,L,297.3,308.1,1604,33.6,143,0,0,0,0,0,0
16134,M16134,M,295.5,306.2,1727,28.5,90,0,0,0,0,0,0
16135,L16135,L,301.7,311.0,1584,34.3,160,0,0,0,0,0,0
16136,L16136,L,301.2,311.6,1419,49.2,203,0,0,0,0,0,0
16137,L16137,L,297.2,308.0,1595,36.2,117,0,0,0,0,0,0
16138,L16138,L,302.8,311.3,1371,56.1,147,1,0,1,0,0,0
16139,M16139,M,297.4,308.3,1699,35.7,98,0,0,0,0,0,0
16140,L16140,L,304.1,312.8,1998,22.8,165,0,0,0,0,0,0
16141,M16141,M,300.2,310.6,2020,19.3,89,0,0,0,0,0,0
16142,M16142,M,300.5,309.1,1548,37.5,23,0,0,0,0,0,0
16143,M16143,M,300.0,308.5,1541,39.1,203,0,0,0,0,0,0
16144,H16144,H,299.6,309.1,1302,53.6,48,0,0,0,0,0,0
16145,L16145,L,297.5,309.3,1397,48.1,124,0,0,0,0,0,0
16146,L16146,L,299.7,309.7,1730,30.0,138,0,0,0,0,0,0
16147,L16147,L,303.7,312.8,1404,59.9,157,0,0,0,0,0,0
16148,L16148,L,298.4,309.5,1383,50.0,200,0,0,0,0,0,0
16149,L16149,L,296.4,306.9,1417,49.8,57,0,0,0,0,0,0
16150,L16150,L,297.0,308.4,1515,38.1,35,0,0,0,0,0,0
16151,L16151,L,302.9,312.0,1534,39.3,219,0,0,0,0,0,0
16152,L16152,L,301.7,310.9,1385,44.7,184,0,0,0,0,0,0
16153,L16153,L,301.4,310.9,1497,50.7,85,0,0,0,0,0,0
16154,M16154,M,300.3,311.1,1711,27.7,152,0,0,0,0,0,0
16155,L16155,L,299.4,309.5,1739,24.7,161,0,0,0,0,0,0
16156,L16156,L,297.7,307.9,1526,38.5,204,0,0,0,0,0,0
16157,L16157,L,296.4,308.5,1416,42.7,186,0,0,0,0,0,0
16158,M16158,M,298.1,308.8,1526,38.3,97,0,0,0,0,0,0
16159,L16159,L,298.6,308.9,1485,33.5,180,0,0,0,0,0,0
16160,M16160,M,304.4,313.8,2236,14.2,169,1,0,0,1,0,0
16161,M16161,M,300.7,311.4,1550,36.3,59,0,0,0,0,0,0
16162,M16162,M,301.9,310.8,1791,23.8,80,0,0,0,0,0,0
16163,H16163,H,297.5,308.6,2189,17.1,120,0,0,0,0,0,0
16164,L16164,L,302.8,310.8,1696,25.9,0,0,0,0,0,0,0
16165,M16165,M,302.5,312.1,1584,29.0,195,0,0,0,0,0,0
16166,M16166,M,297.3,308.5,1441,43.3,35,0,0,0,0,0,0
16167,M16167,M,300.8,310.3,1863,24.0,97,0,0,0,0,0,0
16168,L16168,L,296.7,308.4,1622,35.5,63,0,0,0,0,0,0
16169,M16169,M,302.5,311.4,1340,50.4,94,0,0,0,0,0,0
16170,L16170,L,299.3,308.3,1393,50.9,98,0,0,0,0,0,0
16171,M16171,M,298.5,309.9,1482,38.7,62,0,0,0,0,0,0
16172,M16172,M,297.9,308.8,1463,53.5,152,0,0,0,0,0,0
16173,M16173,M,300.4,310.7,1400,42.9,191,0,0,0,0,0,0
16174,H16174,H,302.7,312.6,1518,37.3,24,0,0,0,0,0,0
16175,L16175,L,298.4,309.5,1471,40.0,49,0,0,0,0,0,0
16176,H16176,H,300.5,311.7,1448,47.6,43,0,0,0,0,0,0
16177,M16177,M,299.7,309.3,1341,44.7,30,0,0,0,0,0,0
16178,L16178,L,300.2,311.0,1544,32.2,123,0,0,0,0,0,0
16179,H16179,H,299.5,310.1,1459,44.2,224,0,0,0,0,0,0
16180,L16180,L,297.7,308.3,1759,27.1,118,0,0,0,0,0,0
16181,M16181,M,300.8,311.6,1750,26.9,115,0,0,0,0,0,0
16182,M16182,M,297.2,307.0,1602,33.7,222,0,0,0,0,0,0
16183,M16183,M,298.5,310.1,1492,48.2,186,0,0,0,0,0,0
16184,L16184,L,297.7,308.2,1351,51.0,35,0,0,0,0,0,0
16185,H16185,H,302.2,311.5,1443,54.1,73,0,0,0,0,0,0
16186,L16186,L,300.2,311.5,1487,44.5,143,0,0,0,0,0,0
16187,M16187,M,303.1,312.4,1775,27.6,152,0,0,0,0,0,0
16188,L16188,L,298.5,309.2,1393,66.2,187,1,0,0,1,1,0
16189,M16189,M,302.2,311.4,1641,35.5,157,0,0,0,0,0,0
16190,L16190,L,301.1,310.7,1684,31.0,64,0,0,0,0,0,0
16191,L16191,L,298.4,308.6,1567,34.5,23,0,0,0,0,0,0
16192,H16192,H,297.6,308.0,1456,40.0,150,0,0,0,0,0,0
16193,L16193,L,300.2,312.0,1322,56.0,14,0,0,0,0,0,0
16194,L16194,L,300.3,309.6,1356,50.6,38,0,0,0,0,0,0
16195,L16195,L,303.5,312.3,1340,69.7,55,1,0,0,1,0,0
16196,H16196,H,296.6,307.9,1467,44.9,217,0,0,0,0,0,0
16197,M16197,M,300.0,310.0,1715,29.9,191,0,0,0,0,0,0
16198,L16198,L,300.9,310.5,1633,32.6,62,0,0,0,0,0,0
16199,M16199,M,298.7,310.4,1601,33.4,42,0,0,0,0,0,0
16200,M16200,M,299.2,309.1,1358,46.5,217,0,0,0,0,0,0
16201,L16201,L,302.4,312.1,1468,42.5,135,0,0,0,0,0,0
16202,M16202,M,298.7,310.2,1635,34.1,51,0,0,0,0,0,0
16203,M16203,M,296.6,307.2,1313,68.7,26,1,0,0,1,0,0
16204,L16204,L,299.6,310.1,1612,35.3,13,0,0,0,0,0,0
16205,L16205,L,299.2,310.1,1363,64.1,44,1,0,0,1,0,0
16206,M16206,M,303.8,312.4,1608,30.3,97,0,0,0,0,0,0
16207,L16207,L,300.5,309.2,1501,38.5,177,0,0,0,0,0,0
16208,H16208,H,296.7,308.4,1487,40.1,176,0,0,0,0,0,0
16209,L16209,L,300.7,310.8,1692,29.2,61,0,0,0,0,0,0
16210,L16210,L,298.5,309.7,1863,22.7,27,0,0,0,0,0,0
16211,L16211,L,298.3,308.6,1411,44.6,179,0,0,0,0,0,0
16212,M16212,M,297.7,307.9,1457,46.9,204,0,0,0,0,0,0
16213,M16213,M,298.6,309.3,1387,43.4,29,0,0,0,0,0,0
16214,L16214,L,300.6,309.9,1531,43.0,20,0,0,0,0,0,0
16215,M16215,M,298.8,309.5,1283,62.3,81,0,0,0,0,0,0
16216,L16216,L,297.1,308.8,1491,44.8,86,0,0,0,0,0,0
16217,M16217,M,299.1,309.4,1578,39.2,158,0,0,0,0,0,0
16218,M16218,M,300.6,310.6,1420,44.3,182,0,0,0,0,0,0
16219,L16219,L,299.6,308.9,1429,53.5,78,0,0,0,0,0,0
16220,M16220,M,299.1,310.8,1597,35.6,135,0,0,0,0,0,0
16221,M16221,M,297.1,308.5,1692,29.3,39,0,0,0,0,0,0
16222,L16222,L,302.6,311.7,1249,53.6,23,0,0,0,0,0,0
16223,L16223,L,302.2,310.3,1465,42.0,153,0,0,0,0,0,0
16224,M16224,M,299.9,310.1,1451,43.1,196,0,0,0,0,0,0
16225,L16225,L,302.7,310.6,1520,33.1,69,0,0,0,0,0,0
16226,L16226,L,300.7,311.8,1931,22.9,209,0,0,0,0,0,0
16227,L16227,L,298.9,309.1,1492,46.1,147,0,0,0,0,0,0
16228,L16228,L,300.9,310.5,1772,27.1,115,0,0,0,0,0,0
16229,L16229,L,298.7,308.5,1461,42.1,144,0,0,0,0,0,0
16230,L16230,L,298.2,308.8,1289,45.9,156,0,0,0,0,0,0
16231,M16231,M,298.5,309.4,1417,42.9,38,0,0,0,0,0,0
16232,L16232,L,297.4,308.3,1352,46.8,49,0,0,0,0,0,0
16233,L16233,L,298.8,310.0,1527,42.1,26,0,0,0,0,0,0
16234,H16234,H,299.0,309.2,1451,48.9,144,0,0,0,0,0,0
16235,H16235,H,297.9,308.1,1665,34.2,81,0,0,0,0,0,0
16236,L16236,L,301.0,309.8,1971,19.1,165,0,0,0,0,0,0
16237,L16237,L,300.9,309.3,1968,20.3,110,0,0,0,0,0,0
16238,M16238,M,296.1,306.5,1487,43.1,41,0,0,0,0,0,0
16239,L16239,L,303.3,311.4,1330,52.6,171,1,0,1,0,0,0
16240,L16240,L,302.7,311.8,1434,51.8,170,0,0,0,0,0,0
16241,M16241,M,299.9,309.3,1485,42.5,24,0,0,0,0,0,0
16242,M16242,M,303.6,312.8,1785,23.6,153,0,0,0,0,0,0
16243,L16243,L,297.0,308.5,1603,36.7,121,0,0,0,0,0,0
16244,L16244,L,299.2,309.7,1507,40.6,221,0,0,0,0,0,0
16245,L16245,L,301.4,310.5,1357,48.5,47,0,0,0,0,0,0
16246,M16246,M,301.3,311.1,1555,36.6,25,0,0,0,0,0,0
16247,L16247,L,300.5,309.4,1552,39.3,47,0,0,0,0,0,0
16248,L16248,L,304.1,312.3,1500,33.4,186,0,0,0,0,0,0
16249,L16249,L,297.8,309.2,1961,22.2,112,0,0,0,0,0,0
16250,H16250,H,298.4,308.3,1283,48.4,20,0,0,0,0,0,0
16251,M16251,M,301.7,310.6,1407,44.9,80,0,0,0,0,0,0
16252,L16252,L,298.0,308.6,1435,40.5,12,0,0,0,0,0,0
16253,L16253,L,302.8,311.8,1720,26.6,117,0,0,0,0,0,0
16254,M16254,M,299.3,310.7,1427,44.2,148,0,0,0,0,0,0
16255,L16255,L,302.7,312.2,1521,34.9,190,0,0,0,0,0,0
16256,L16256,L,301.1,310.5,1474,37.6,152,0,0,0,0,0,0
16257,L16257,L,299.9,309.2,1621,30.9,201,0,0,0,0,0,0
16258,M16258,M,298.9,309.4,1442,43.1,138,0,0,0,0,0,0
16259,L16259,L,301.5,310.6,1948,19.9,121,0,0,0,0,0,0
16260,M16260,M,302.4,311.1,1722,23.5,114,0,0,0,0,0,0
16261,L16261,L,296.9,308.4,1496,35.0,120,0,0,0,0,0,0
16262,L16262,L,303.4,312.6,1468,46.4,75,0,0,0,0,0,0
16263,M16263,M,301.4,311.1,1532,33.7,142,0,0,0,0,0,0
16264,M16264,M,303.8,313.2,1633,40.2,81,0,0,0,0,0,0
16265,L16265,L,300.3,310.8,1521,39.9,60,0,0,0,0,0,0
16266,H16266,H,300.2,309.9,1397,46.8,135,0,0,0,0,0,0
16267,L16267,L,301.5,311.0,1420,56.8,193,0,0,0,0,0,0
16268,H16268,H,299.9,310.6,1542,45.1,152,0,0,0,0,0,0
16269,M16269,M,298.4,310.2,1561,36.5,14,0,0,0,0,0,0
16270,L16270,L,304.6,313.1,1536,34.5,213,0,0,0,0,0,0
16271,M16271,M,298.0,309.4,1579,49.1,202,0,0,0,0,0,0
16272,L16272,L,299.9,309.6,1985,20.0,46,0,0,0,0,0,0
16273,M16273,M,299.4,310.3,1633,32.3,93,0,0,0,0,0,0
16274,L16274,L,302.8,311.8,1436,45.6,174,0,0,0,0,0,0
16275,L16275,L,300.7,309.5,1343,54.3,81,0,0,0,0,0,0
16276,L16276,L,304.0,313.2,1529,39.0,157,0,0,0,0,0,0
16277,L16277,L,301.5,311.1,1506,35.2,190,0,0,0,0,0,0
16278,L16278,L,297.4,309.2,1705,31.9,163,0,0,0,0,0,0
16279,L16279,L,301.9,312.2,1782,26.9,194,0,0,0,0,0,0
16280,M16280,M,296.5,307.8,1547,34.9,236,0,0,0,0,0,0
16281,L16281,L,301.6,310.8,1552,52.0,52,0,0,0,0,0,0
16282,M16282,M,297.9,307.3,1416,56.0,95,0,0,0,0,0,0
16283,L16283,L,304.3,313.4,1492,43.8,37,0,0,0,0,0,0
16284,L16284,L,298.6,309.9,1458,41.7,10,0,0,0,0,0,0
16285,L16285,L,302.9,312.7,1447,42.6,95,0,0,0,0,0,0
16286,M16286,M,302.2,310.7,1595,35.7,105,0,0,0,0,0,0
16287,L16287,L,298.4,308.3,1214,63.6,94,0,0,0,0,0,0
16288,M16288,M,300.8,311.3,1752,25.4,176,0,0,0,0,0,0
16289,L16289,L,300.2,311.5,1359,45.7,58,0,0,0,0,0,0
16290,L16290,L,302.6,310.6,1552,38.5,122,0,0,0,0,0,0
16291,M16291,M,302.2,311.2,1880,25.9,107,0,0,0,0,0,0
16292,L16292,L,298.3,308.3,1498,42.5,55,0,0,0,0,0,0
16293,L16293,L,300.6,310.9,1459,45.3,157,0,0,0,0,0,0
16294,L16294,L,301.1,310.4,1372,48.0,136,0,0,0,0,0,0
16295,H16295,H,303.2,312.7,1690,29.2,124,0,0,0,0,0,0
16296,L16296,L,300.2,310.1,1424,57.2,102,0,0,0,0,0,0
16297,L16297,L,296.6,307.0,1463,40.9,9,0,0,0,0,0,0
16298,H16298,H,301.3,310.2,1631,32.6,39,0,0,0,0,0,0
16299,L16299,L,298.4,310.2,1648,30.1,76,0,0,0,0,0,0
16300,L16300,L,299.1,309.2,1626,30.4,17,0,0,0,0,0,0
16301,L16301,L,303.3,311.8,1458,49.3,57,0,0,0,0,0,0
16302,M16302,M,299.5,309.4,1350,43.1,20,0,0,0,0,0,0
16303,H16303,H,300.0,310.3,1565,37.3,137,0,0,0,0,0,0
16304,M16304,M,296.5,307.2,2141,20.2,164,0,0,0,0,0,0
16305,L16305,L,298.3,309.8,1487,42.4,18,0,0,0,0,0,0
16306,M16306,M,303.5,311.5,1497,45.3,168,0,0,0,0,0,0
16307,L16307,L,300.8,310.0,1426,41.3,143,0,0,0,0,0,0
16308,M16308,M,300.9,310.9,1255,51.9,106,0,0,0,0,0,0
16309,L16309,L,300.2,312.3,1340,40.9,116,0,0,0,0,0,0
16310,M16310,M,302.2,310.2,1471,39.4,177,0,0,0,0,0,0
16311,L16311,L,298.3,310.0,1427,50.2,20,0,0,0,0,0,0
16312,M16312,M,296.4,307.2,1652,30.9,0,0,0,0,0,0,0
16313,L16313,L,300.9,310.1,1836,27.0,191,0,0,0,0,0,0
16314,M16314,M,297.9,308.0,1535,37.5,101,0,0,0,0,0,0
16315,L16315,L,301.2,312.1,1540,39.5,6,0,0,0,0,0,0
16316,L16316,L,302.0,311.2,1651,37.2,114,0,0,0,0,0,0
16317,L16317,L,300.5,309.5,1331,50.2,96,0,0,0,0,0,0
16318,M16318,M,302.3,309.8,1731,30.7,220,0,0,0,0,0,0
16319,L16319,L,298.9,308.9,1525,32.6,53,0,0,0,0,0,0
16320,L16320,L,298.7,309.8,1359,48.4,71,0,0,0,0,0,0
16321,M16321,M,295.4,306.2,1588,32.5,80,0,0,0,0,0,0
16322,L16322,L,298.2,308.0,1336,58.0,81,0,0,0,0,0,0
16323,L16323,L,300.1,309.4,2246,15.6,208,0,0,0,0,0,0
16324,H16324,H,298.5,310.1,1477,45.5,134,0,0,0,0,0,0
16325,M16325,M,298.5,308.2,1595,35.9,0,0,0,0,0,0,0
16326,L16326,L,297.6,308.7,1428,49.8,184,0,0,0,0,0,0
16327,L16327,L,300.1,309.7,1291,51.1,127,0,0,0,0,0,0
16328,H16328,H,300.5,310.0,1456,50.5,185,0,0,0,0,0,0
16329,M16329,M,297.9,308.9,1295,59.5,199,0,0,0,0,0,0
16330,M16330,M,297.5,308.5,1397,51.7,6,0,0,0,0,0,0
16331,L16331,L,300.9,309.4,1442,40.6,51,0,0,0,0,0,0
16332,L16332,L,296.9,307.7,1524,35.8,82,0,0,0,0,0,0
16333,M16333,M,297.4,309.1,1815,25.3,105,0,0,0,0,0,0
16334,L16334,L,297.2,308.4,1506,48.3,140,0,0,0,0,0,0
16335,M16335,M,300.1,309.6,1467,41.7,173,0,0,0,0,0,0
16336,L16336,L,297.6,308.1,1400,46.3,76,0,0,0,0,0,0
16337,L16337,L,300.2,310.1,1363,47.0,70,0,0,0,0,0,0
16338,M16338,M,300.7,309.8,1666,35.4,41,0,0,0,0,0,0
16339,L16339,L,297.7,309.0,1706,29.9,161,0,0,0,0,0,0
16340,M16340,M,300.0,310.5,1564,38.5,150,0,0,0,0,0,0
16341,L16341,L,299.3,308.7,1408,49.5,79,0,0,0,0,0,0
16342,L16342,L,300.9,310.8,1470,44.0,166,0,0,0,0,0,0
16343,M16343,M,298.7,309.2,1295,49.2,139,0,0,0,0,0,0
16344,M16344,M,302.4,311.9,1598,38.7,134,0,0,0,0,0,0
16345,L16345,L,302.2,310.5,1772,27.8,168,0,0,0,0,0,0
16346,H16346,H,302.4,310.0,1503,33.6,43,0,0,0,0,0,0
16347,H16347,H,299.6,309.2,1890,23.2,167,0,0,0,0,0,0
16348,H16348,H,302.6,311.9,1496,41.4,66,0,0,0,0,0,0
16349,L16349,L,298.3,308.9,1569,34.5,66,0,0,0,0,0,0
16350,L16350,L,302.4,311.1,1373,47.3,107,0,0,0,0,0,0
16351,H16351,H,299.9,310.9,1352,47.2,139,0,0,0,0,0,0
16352,L16352,L,300.6,311.9,1486,38.8,43,0,0,0,0,0,0
16353,L16353,L,301.6,310.4,1789,24.4,25,0,0,0,0,0,0
16354,L16354,L,301.1,309.9,1375,54.5,203,1,1,0,0,1,0
16355,M16355,M,302.1,311.3,1466,44.7,179,0,0,0,0,0,0
16356,L16356,L,299.2,310.2,1599,34.7,154,0,0,0,0,0,0
16357,M16357,M,302.3,310.8,1563,35.0,190,0,0,0,0,0,0
16358,L16358,L,297.7,309.8,1336,48.9,178,0,0,0,0,0,0
16359,H16359,H,298.8,310.4,1632,27.7,65,0,0,0,0,0,0
16360,H16360,H,303.4,311.6,1593,34.8,42,0,0,0,0,0,0
16361,L16361,L,300.4,310.5,1466,41.0,202,0,0,0,0,0,0
16362,L16362,L,302.1,311.2,1474,58.5,157,1,0,0,1,0,0
16363,L16363,L,302.9,312.2,1403,51.0,154,0,0,0,0,0,0
16364,H16364,H,298.8,310.1,1711,30.1,151,0,0,0,0,0,0
16365,L16365,L,302.2,311.2,1566,32.6,200,0,0,0,0,0,0
16366,L16366,L,298.5,308.1,1665,40.9,0,0,0,0,0,0,0
16367,M16367,M,297.2,307.9,1704,31.1,83,0,0,0,0,0,0
16368,L16368,L,299.1,311.0,1370,44.5,206,1,1,0,0,0,0
16369,M16369,M,302.2,310.3,1548,40.9,137,0,0,0,0,0,0
16370,L16370,L,297.8,308.2,1645,33.5,44,0,0,0,0,0,0
16371,L16371,L,301.6,310.4,1376,49.6,121,0,0,0,0,0,0
16372,L16372,L,301.8,310.8,1376,51.9,126,0,0,0,0,0,0
16373,H16373,H,300.3,312.1,1649,29.7,84,0,0,0,0,0,0
16374,M16374,M,297.1,308.5,1715,34.6,100,0,0,0,0,0,0
16375,L16375,L,300.2,309.9,1575,30.8,76,0,0,0,0,0,0
16376,L16376,L,300.2,310.7,1695,31.0,204,1,1,0,0,0,0
16377,M16377,M,300.8,309.6,1328,46.1,123,0,0,0,0,0,0
16378,M16378,M,300.9,311.9,1496,42.1,33,0,0,0,0,0,0
16379,M16379,M,299.0,308.3,1593,37.7,4,0,0,0,0,0,0
16380,L16380,L,298.4,308.2,1682,32.3,0,0,0,0,0,0,0
16381,L16381,L,304.1,312.9,1599,35.4,139,0,0,0,0,0,0
16382,L16382,L,300.4,311.7,1510,38.5,172,0,0,0,0,0,0
16383,M16383,M,303.9,313.2,1512,33.2,162,0,0,0,0,0,0
16384,L16384,L,300.2,311.8,1432,47.9,179,0,0,0,0,0,0
16385,L16385,L,300.4,310.5,1523,41.9,2,0,0,0,0,0,0
16386,L16386,L,302.1,311.9,1686,28.0,200,0,0,0,0,0,0
16387,L16387,L,300.1,310.0,1312,65.9,43,1,0,0,1,0,0
